find me a gas station that i can get to the quickest without any traffic <eou> the nearest gas station is located at 91 el camino real but there is a roadblock nearby <eou> anything else around,I'm sorry but this is the only option in a 6 miles range,navigate
find me a gas station that i can get to the quickest without any traffic <eou> the nearest gas station is located at 91 el camino real but there is a roadblock nearby <eou> anything else around <eou> i'm sorry but this is the only option in a 6 miles range <eou> ok please give me directions via the fastest route,"There is a road block nearby, I sent on your screen a slightly longer road that will allow you to reach faster",navigate
find me a gas station that i can get to the quickest without any traffic <eou> the nearest gas station is located at 91 el camino real but there is a roadblock nearby <eou> anything else around <eou> i'm sorry but this is the only option in a 6 miles range <eou> ok please give me directions via the fastest route <eou> there is a road block nearby i sent on your screen a slightly longer road that will allow you to reach faster <eou> thank you,You're welcome!,navigate
where does my friend live,Tom's house is 6 miles away at 580 Van Ness Avenue. ,navigate
where does my friend live <eou> tom's house is 6 miles away at 580 van ness avenue <eou> is that the fastest route,"I'll send the route with no traffic on your screen, drive carefully!",navigate
where does my friend live <eou> tom's house is 6 miles away at 580 van ness avenue <eou> is that the fastest route <eou> i'll send the route with no traffic on your screen drive carefully <eou> thank you,You are welcome,navigate
show me traffic for going home,There is no traffic listed going to 10 Ames Street. ,navigate
show me traffic for going home <eou> there is no traffic listed going to 10 ames street <eou> then pick the fastest route and set the gps to go there thank you,Setting navigation now. ,navigate
show me traffic for going home <eou> there is no traffic listed going to 10 ames street <eou> then pick the fastest route and set the gps to go there thank you <eou> setting navigation now <eou> thanks for the help,You're welcome!,navigate
will it be dry in fresno on sunday,"No, on Sunday in Fresno there will be a blizzard.",weather
will it be dry in fresno on sunday <eou> no on sunday in fresno there will be a blizzard <eou> okay thank you,No problem.,weather
car i'm desiring to have pizza is there any restaurant within 2 miles,I have a pizza restaurant located 1 mile away.,navigate
car i'm desiring to have pizza is there any restaurant within 2 miles <eou> i have a pizza restaurant located 1 mile away <eou> what is the address,Dominos is at 776 Arastradero Rd.,navigate
car i'm desiring to have pizza is there any restaurant within 2 miles <eou> i have a pizza restaurant located 1 mile away <eou> what is the address <eou> dominos is at 776 arastradero rd <eou> thanks,You're welcome!,navigate
search hotels near me,The Comfort Inn is the only rest stop nearby. It is 6 miles away and there is a car collision nearby,navigate
search hotels near me <eou> the comfort inn is the only rest stop nearby it is 6 miles away and there is a car collision nearby <eou> find an alternate route please,Setting navigation to 753 University Ave now. ,navigate
search hotels near me <eou> the comfort inn is the only rest stop nearby it is 6 miles away and there is a car collision nearby <eou> find an alternate route please <eou> setting navigation to 753 university ave now <eou> thank you car assistant make sure the route is the shortest distance,I did! And you're welcome!,navigate
set a reminder for my conference call tomorrow,What time should I set a reminder for tomorrow's conference call?,schedule
set a reminder for my conference call tomorrow <eou> what time should i set a reminder for tomorrow's conference call <eou> tomorrow at 2 pm,I have scheduled a conference call for tomorrow at 2 pm. ,schedule
take me to the parking garage closest to my destination,"The closest  parking garage is 	Palo Alto Garage R which is only 2 miles away, but there is a road block in the area. ",navigate
take me to the parking garage closest to my destination <eou> the closest parking garage is palo alto garage r which is only 2 miles away but there is a road block in the area <eou> uhh ok well i still need to park so what's the address,Setting navigation now to 481 Amaranta Ave.,navigate
take me to the parking garage closest to my destination <eou> the closest parking garage is palo alto garage r which is only 2 miles away but there is a road block in the area <eou> uhh ok well i still need to park so what's the address <eou> setting navigation now to 481 amaranta ave <eou> thank you,your welcome.,navigate
where can i get coffee,"There is Palo Alto Cafe 2 miles away or, if you prefer, Philz 6 miles away",navigate
where can i get coffee <eou> there is palo alto cafe 2 miles away or if you prefer philz 6 miles away <eou> give me the address of philz,Philz is at 583 Alester Ave.,navigate
where can i get coffee <eou> there is palo alto cafe 2 miles away or if you prefer philz 6 miles away <eou> give me the address of philz <eou> philz is at 583 alester ave <eou> thanks so much is that the fastest route available,No actually there is another coffee shop that's just two miles away. It's called Palo Alto Cafe and located at 436 Alger Dr. ,navigate
where can i get coffee <eou> there is palo alto cafe 2 miles away or if you prefer philz 6 miles away <eou> give me the address of philz <eou> philz is at 583 alester ave <eou> thanks so much is that the fastest route available <eou> no actually there is another coffee shop that's just two miles away it's called palo alto cafe and located at 436 alger dr <eou> set gps for the fastest route to palo alto cafe,Setting GPS to fastest route to Palo Alto Cafe now.,navigate
where can i get coffee <eou> there is palo alto cafe 2 miles away or if you prefer philz 6 miles away <eou> give me the address of philz <eou> philz is at 583 alester ave <eou> thanks so much is that the fastest route available <eou> no actually there is another coffee shop that's just two miles away it's called palo alto cafe and located at 436 alger dr <eou> set gps for the fastest route to palo alto cafe <eou> setting gps to fastest route to palo alto cafe now <eou> thanks bud,no problem,navigate
schedule meeting,What details shall I add to your meeting reminder?,schedule
schedule meeting <eou> what details shall i add to your meeting reminder <eou> please set it for the 13th at 11am it is going to be with management and to discuss our company picnic thank you,Reminder set for your meeting at 11am on the 13th with management to discuss your company picnic.  Is there anything else?,schedule
schedule meeting <eou> what details shall i add to your meeting reminder <eou> please set it for the 13th at 11am it is going to be with management and to discuss our company picnic thank you <eou> reminder set for your meeting at 11am on the 13th with management to discuss your company picnic is there anything else <eou> that is all thank you,you're welcome,schedule
what is the weather like in new york city,What would you like to know about the weather in new york?,weather
what is the weather like in new york city <eou> what would you like to know about the weather in new york <eou> what will the temperature be on thursday,"On Thursday the temperature in New York will be low of 90F, and high of 100F",weather
what is the weather like in new york city <eou> what would you like to know about the weather in new york <eou> what will the temperature be on thursday <eou> on thursday the temperature in new york will be low of 90f and high of 100f <eou> thank you very much car,You're welcome!,weather
can you find me the fastest route to a pizza restaurant,"The Pizza Hut is located 5 miles away in heavy traffic, and Papa Johns is 6 miles away in moderate traffic. Which of these would you prefer?",navigate
can you find me the fastest route to a pizza restaurant <eou> the pizza hut is located 5 miles away in heavy traffic and papa johns is 6 miles away in moderate traffic which of these would you prefer <eou> let's try papa johns tonight,Setting the GPS for Papa John's anything else?,navigate
can you find me the fastest route to a pizza restaurant <eou> the pizza hut is located 5 miles away in heavy traffic and papa johns is 6 miles away in moderate traffic which of these would you prefer <eou> let's try papa johns tonight <eou> setting the gps for papa john's anything else <eou> give me the address and the details for the fastest route there please,"OK, setting navigation to 110 Arastradero Rd now. Enjoy!",navigate
can you find me the fastest route to a pizza restaurant <eou> the pizza hut is located 5 miles away in heavy traffic and papa johns is 6 miles away in moderate traffic which of these would you prefer <eou> let's try papa johns tonight <eou> setting the gps for papa john's anything else <eou> give me the address and the details for the fastest route there please <eou> ok setting navigation to 110 arastradero rd now enjoy <eou> thank you car,You're welcome!,navigate
i have a meeting tomorrow at 5 pm remind me 10 minutes before hand and attach my agenda to the calendar at 3,I have scheduled a meeting for tomorrow at 5 pm. I will remind you at 4:50 pm and attach your agenda. ,schedule
does the forecast say it will snow,What city do you want to know the snow forecast for?,weather
does the forecast say it will snow <eou> what city do you want to know the snow forecast for <eou> i need to know about compton for my trip,Do you want me to check if it will snow on a specific day or the entire week?,weather
does the forecast say it will snow <eou> what city do you want to know the snow forecast for <eou> i need to know about compton for my trip <eou> do you want me to check if it will snow on a specific day or the entire week <eou> please check if it will snow today or tomorrow,Frost is predicted in Compton today but there is no snow for today or tomorrow.,weather
does the forecast say it will snow <eou> what city do you want to know the snow forecast for <eou> i need to know about compton for my trip <eou> do you want me to check if it will snow on a specific day or the entire week <eou> please check if it will snow today or tomorrow <eou> frost is predicted in compton today but there is no snow for today or tomorrow <eou> thank you,You're welcome.,weather
i really need to have an appointment scheduled for tennis on the 7th at 11 am,I am scheduling tennis on the 7th at 11 am. ,schedule
i really need to have an appointment scheduled for tennis on the 7th at 11 am <eou> i am scheduling tennis on the 7th at 11 am <eou> thanks,You're welcome,schedule
where's the closest place to park,The closest parking garage is 4 miles away. Would you like the address and name of it?,navigate
where's the closest place to park <eou> the closest parking garage is 4 miles away would you like the address and name of it <eou> yes please,"The parking garage is the Webster Garage, 3 miles away at 880 Ames Ct",navigate
where's the closest place to park <eou> the closest parking garage is 4 miles away would you like the address and name of it <eou> yes please <eou> the parking garage is the webster garage 3 miles away at 880 ames ct <eou> thanks so much,Happy to help!,navigate
i need to find a shopping center,The Stanford Shopping Center at 773 Alger Dr is 3 miles away in no traffic. Would you like directions there?,navigate
i need to find a shopping center <eou> the stanford shopping center at 773 alger dr is 3 miles away in no traffic would you like directions there <eou> yes please,"I sent all the info on the screen, please drive carefully!",navigate
i need to find a shopping center <eou> the stanford shopping center at 773 alger dr is 3 miles away in no traffic would you like directions there <eou> yes please <eou> i sent all the info on the screen please drive carefully <eou> thank you,You're welcome!,navigate
is it raining today in grand rapids,It is not raining today in Grand Rapids.,weather
is it raining today in grand rapids <eou> it is not raining today in grand rapids <eou> thank you,Anytime.,weather
when is my football activity and who is going with me,"You have 3 football activities lined up. 2pm on Monday with Tom, 1pm on Monday with your dad, and on Sunday at 1pm with your mother",schedule
find out if it's supposed to rain,Where would you like to know about the forecast for rain?,weather
find out if it's supposed to rain <eou> where would you like to know about the forecast for rain <eou> i'm interested in fresno,There is no rain in the forecast. ,weather
find out if it's supposed to rain <eou> where would you like to know about the forecast for rain <eou> i'm interested in fresno <eou> there is no rain in the forecast <eou> thank you,You are welcome. ,weather
what _entity_1_s are here,There is a Safeway 4 miles away.,navigate
what _entity_1_s are here <eou> there is a safeway 4 miles away <eou> what is the address,Safeway is at 452 Arcadia Pl.,navigate
what _entity_1_s are here <eou> there is a safeway 4 miles away <eou> what is the address <eou> safeway is at 452 arcadia pl <eou> can you set the navigation to there thanks,"Sure, I sent the position and the quickest route on your screen, you're welcome!",navigate
i'm in pain navigate me to the nearest hospital,I have two hospitals located 1 mile away. Which one would you like to know about?,navigate
i'm in pain navigate me to the nearest hospital <eou> i have two _entity_1_s located 1 mile away which one would you like to know about <eou> pick the fastest to reach on the quickest route,"Then let's go at Palo Alto Medical Foundation, there is no traffic on our way and its address is 611 Ames Ave",navigate
i'm in pain navigate me to the nearest hospital <eou> i have two _entity_1_s located 1 mile away which one would you like to know about <eou> pick the fastest to reach on the quickest route <eou> then let's go at palo alto medical foundation there is no traffic on our way and its address is 611 ames ave <eou> sounds great thank you,You're welcome!,navigate
search for nearby starbucks,There is no Starbucks nearby.,navigate
search for nearby starbucks <eou> there is no starbucks nearby <eou> how about other coffee,There is a coffee place 2 miles away. Do you need the address and name?,navigate
search for nearby starbucks <eou> there is no starbucks nearby <eou> how about other coffee <eou> there is a coffee place 2 miles away do you need the address and name <eou> yes please send those info on my screen and pick a quick route to go there thank you,Philz is a coffee shop located at 583 Alester Ave. Setting your GPS for the quickest route possible now.,navigate
search for nearby starbucks <eou> there is no starbucks nearby <eou> how about other coffee <eou> there is a coffee place 2 miles away do you need the address and name <eou> yes please send those info on my screen and pick a quick route to go there thank you <eou> philz is a coffee shop located at 583 alester ave setting your gps for the quickest route possible now <eou> thank you car,You are welcome.,navigate
will it be windy in redwood city today,It is not predicted to be windy today in redwood city,weather
will it be windy in redwood city today <eou> it is not predicted to be windy today in redwood city <eou> okay thanks,you are very welcome,weather
what's the weather forecast in new york,What information can I give you about new york's weather?,weather
what's the weather forecast in new york <eou> what information can i give you about _entity_1_'s weather <eou> i need to know what the lowest temperature will be in new york in the next few days,It will be 30F on Wednesday in New York.,weather
what's the weather forecast in new york <eou> what information can i give you about _entity_1_'s weather <eou> i need to know what the lowest temperature will be in new york in the next few days <eou> it will be 30f on wednesday in new york <eou> thank you so much let's hope it won't be rainy,I hope so too!,weather
set a reminder,when should I set this reminder and what for?,schedule
set a reminder <eou> when should i set this reminder and what for <eou> i need to see the optometrist set it for 7 pm on august 12th please,Your reminder has been set to see the optometrist at 7PM on Aug 12th.,schedule
set a reminder <eou> when should i set this reminder and what for <eou> i need to see the optometrist set it for 7 pm on august 12th please <eou> your reminder has been set to see the optometrist at 7pm on aug 12th <eou> thank you,my pleasure serving you. ,schedule
when do i have dinner planned for,Your dinner is at 5 pm Monday.,schedule
set a reminder for a lab appointment at 6 pm on sunday august 8th with sister,"Okay, scheduling a lab appointment with your sister for Sunday, August 8th at 6pm.",schedule
set a reminder for a lab appointment at 6 pm on sunday august 8th with sister <eou> okay scheduling a lab appointment with your sister for sunday august 8th at 6pm <eou> thanks,You're welcome. ,schedule
in the next 48 hours will it rain in alhambra,Just a little: the weather in Alhambra will be drizzle today and overcast tomorrow,weather
in the next 48 hours will it rain in alhambra <eou> just a little the weather in alhambra will be drizzle today and overcast tomorrow <eou> thank you,Sure!,weather
what is the forecast in my city,What city do you want the weather for?,weather
what is the forecast in my city <eou> what city do you want the weather for <eou> inglewood what's the weekly weather looking like,"There is a wide range of conditions for Inglewood next week, from 40-100F and snow to hot.  Are there any particular details you would like?",weather
what is the forecast in my city <eou> what city do you want the weather for <eou> inglewood what's the weekly weather looking like <eou> there is a wide range of conditions for inglewood next week from 40 - 100f and snow to hot are there any particular details you would like <eou> when is it expected to snow,It is expected to snow on Wednesday in Inglewood.,weather
what is the forecast in my city <eou> what city do you want the weather for <eou> inglewood what's the weekly weather looking like <eou> there is a wide range of conditions for inglewood next week from 40 - 100f and snow to hot are there any particular details you would like <eou> when is it expected to snow <eou> it is expected to snow on wednesday in inglewood <eou> thanks,No problem!,weather
what is the weather next week,What city are you wanting to know the weather for?,weather
what is the weather next week <eou> what city are you wanting to know the weather for <eou> mountain view please,"In Mountain View, it will be 30-40F Monday, 80-100F Tuesday, 90-100F Wednesday, 90-100F Thursday, 70-80F Friday, 90-100F Saturday, and 70-80F Sunday.",weather
what is the weather next week <eou> what city are you wanting to know the weather for <eou> mountain view please <eou> in mountain view it will be 30 - 40f monday 80 - 100f tuesday 90 - 100f wednesday 90 - 100f thursday 70 - 80f friday 90 - 100f saturday and 70 - 80f sunday <eou> will it be hot any of the days,The only day of the week it will be hot is on Monday with a high of high of 40F.,weather
what is the weather next week <eou> what city are you wanting to know the weather for <eou> mountain view please <eou> in mountain view it will be 30 - 40f monday 80 - 100f tuesday 90 - 100f wednesday 90 - 100f thursday 70 - 80f friday 90 - 100f saturday and 70 - 80f sunday <eou> will it be hot any of the days <eou> the only day of the week it will be hot is on monday with a high of high of 40f <eou> thanks for the information,You're welcome.,weather
set a reminder that i have football at 1pm next wednesday with martha,I have scheduled football at 1pm next Wednesday with Martha,schedule
set a reminder that i have football at 1pm next wednesday with martha <eou> i have scheduled football at 1pm next wednesday with martha <eou> thank you very much assistant,you are welcome,schedule
what is the date and time of my doctor appointment,You have two doctor appointments scheduled. One on Wednesday at 6pm and the other on Thursday at 9am.,schedule
what is the date and time of my doctor appointment <eou> you have two _entity_2_s scheduled one on wednesday at 6pm and the other on thursday at 9am <eou> thank you,You're welcome. ,schedule
on tuesday in san mateo find out if it will be warm,"It will be hot in san mateo, tuesday's forecast predicts the high temperature will reach 100F",weather
on tuesday in san mateo find out if it will be warm <eou> it will be hot in san mateo tuesday's forecast predicts the high temperature will reach 100f <eou> thank you car,You are welcome.,weather
find out immediately the location time and date for my meeting,"For which one? I have one in conference room 100 at 10am on Friday, and one in Conference room 50 at 10 am on Saturday.",schedule
find out immediately the location time and date for my meeting <eou> for which one i have one in conference room 100 at 10am on friday and one in conference room 50 at 10 am on saturday <eou> that will do just fine thanks,You're welcome!,schedule
will it be windy in durham this week,The forecast does not predict any windy days this week in Durham,weather
will it be windy in durham this week <eou> the forecast does not predict any windy days this week in durham <eou> thanks,"You're welcome, have a great day. ",weather
what time is my swimming scheduled for,Your swimming activity is scheduled for Thursday at 3PM.,schedule
give me directions to the nearest shopping center,"The nearest shopping mall is Midtown Shopping Center, it's 4 miles away",navigate
give me directions to the nearest shopping center <eou> the nearest shopping mall is midtown shopping center it's 4 miles away <eou> can you pick the shortest distance to go there,Setting GPS now.,navigate
give me directions to the nearest shopping center <eou> the nearest shopping mall is midtown shopping center it's 4 miles away <eou> can you pick the shortest distance to go there <eou> setting gps now <eou> thank you,You're welcome!,navigate
will there be dew in brentwood this week,There is no dew in the forecast for Brentwood this week. ,weather
will there be dew in brentwood this week <eou> there is no dew in the forecast for brentwood this week <eou> thanks,No problem.,weather
what time and date is my lab appointment,"You have three lab appointments scheduled. The first is on the 5th at 4pm, the next is on the 10th at 11am, and the last is on the 19th at 11am.",schedule
what time and date is my lab appointment <eou> you have three _entity_2_s scheduled the first is on the 5th at 4pm the next is on the 10th at 11am and the last is on the 19th at 11am <eou> great goodbye,Goodbye.,schedule
give me the forecast for the next 7 days,What city would you like to hear the 7 day forecast for?,weather
give me the forecast for the next 7 days <eou> what city would you like to hear the 7 day forecast for <eou> redwood city please,Redwood City is forecast to be cloudy and cold with a chance of a blizzard; lows in the 20s are expected with highs near 60. ,weather
give me the forecast for the next 7 days <eou> what city would you like to hear the 7 day forecast for <eou> redwood city please <eou> redwood city is forecast to be cloudy and cold with a chance of a blizzard lows in the 20s are expected with highs near 60 <eou> thanks so much,You're welcome. ,weather
when is my next meeting,Your next meeting is friday at 1 pm.,schedule
give me directions to the nearest grocery store,There is Trader Joes 5 miles away: would you like to get more info?,navigate
give me directions to the nearest grocery store <eou> there is trader joes 5 miles away would you like to get more info <eou> sure please send me its address on screen and pick a route to avoid all heavy traffic,Trader Joes is located at 408 University Ave.,navigate
