find me a gas_station that i can get to the quickest without any traffic <eou> the nearest gas_station is located at 91_el_camino_real but there is a roadblock nearby <eou> anything else around,i'm sorry but this is the only option in a 6_miles range,navigate
find me a gas_station that i can get to the quickest without any traffic <eou> the nearest gas_station is located at 91_el_camino_real but there is a roadblock nearby <eou> anything else around <eou> i'm sorry but this is the only option in a 6_miles range <eou> ok please give me directions via the fastest route,there is a road_block_nearby i sent on your screen a slightly longer road that will allow you to reach faster,navigate
find me a gas_station that i can get to the quickest without any traffic <eou> the nearest gas_station is located at 91_el_camino_real but there is a roadblock nearby <eou> anything else around <eou> i'm sorry but this is the only option in a 6_miles range <eou> ok please give me directions via the fastest route <eou> there is a road_block_nearby i sent on your screen a slightly longer road that will allow you to reach faster <eou> thank you,you're welcome,navigate
where does my friend live,tom's house is 6_miles away at 580_van_ness_ave,navigate
where does my friend live <eou> tom's house is 6_miles away at 580_van_ness_ave <eou> is that the fastest route,i'll send the route with no_traffic on your screen drive carefully,navigate
where does my friend live <eou> tom's house is 6_miles away at 580_van_ness_ave <eou> is that the fastest route <eou> i'll send the route with no_traffic on your screen drive carefully <eou> thank you,you are welcome,navigate
show me traffic for going home,there is no_traffic listed going to 10_ames_street,navigate
show me traffic for going home <eou> there is no_traffic listed going to 10_ames_street <eou> then pick the fastest route and set the gps to go there thank you,setting navigation now,navigate
show me traffic for going home <eou> there is no_traffic listed going to 10_ames_street <eou> then pick the fastest route and set the gps to go there thank you <eou> setting navigation now <eou> thanks for the help,you're welcome,navigate
will it be dry in fresno on sunday,no on sunday in fresno there will be a blizzard,weather
will it be dry in fresno on sunday <eou> no on sunday in fresno there will be a blizzard <eou> okay thank you,no problem,weather
car i'm desiring to have pizza is there any restaurant within 2 miles,i have a pizza_restaurant located 1 mile away,navigate
car i'm desiring to have pizza is there any restaurant within 2 miles <eou> i have a pizza_restaurant located 1 mile away <eou> what is the address,dominos is at 776_arastradero_rd,navigate
car i'm desiring to have pizza is there any restaurant within 2 miles <eou> i have a pizza_restaurant located 1 mile away <eou> what is the address <eou> dominos is at 776_arastradero_rd <eou> thanks,you're welcome,navigate
search hotels near me,the comfort_inn is the only rest_stop nearby it is 6_miles away and there is a car_collision_nearby,navigate
search hotels near me <eou> the comfort_inn is the only rest_stop nearby it is 6_miles away and there is a car_collision_nearby <eou> find an alternate route please,setting navigation to 7_entity_1_ now,navigate
search hotels near me <eou> the comfort_inn is the only rest_stop nearby it is 6_miles away and there is a car_collision_nearby <eou> find an alternate route please <eou> setting navigation to 7_entity_1_ now <eou> thank you car assistant make sure the route is the shortest distance,i did and you're welcome,navigate
set a reminder for my conference call tomorrow,what time should i set a reminder for tomorrow's conference call,schedule
set a reminder for my conference call tomorrow <eou> what time should i set a reminder for tomorrow's conference call <eou> tomorrow at 2 pm,i have scheduled a conference call for tomorrow at 2 pm,schedule
take me to the parking_garage closest to my destination,the closest parking_garage is palo_alto_garage_r which is only 2_miles away but there is a road block in the area,navigate
take me to the parking_garage closest to my destination <eou> the closest parking_garage is palo_alto_garage_r which is only 2_miles away but there is a road block in the area <eou> uhh ok well i still need to park so what's the address,setting navigation now to 481_amaranta_ave,navigate
take me to the parking_garage closest to my destination <eou> the closest parking_garage is palo_alto_garage_r which is only 2_miles away but there is a road block in the area <eou> uhh ok well i still need to park so what's the address <eou> setting navigation now to 481_amaranta_ave <eou> thank you,your welcome,navigate
where can i get coffee,there is palo_alto_cafe 2_miles away or if you prefer philz 6_miles away,navigate
where can i get coffee <eou> there is palo_alto_cafe 2_miles away or if you prefer philz 6_miles away <eou> give me the address of philz,philz is at 583_alester_ave,navigate
where can i get coffee <eou> there is palo_alto_cafe 2_miles away or if you prefer philz 6_miles away <eou> give me the address of philz <eou> philz is at 583_alester_ave <eou> thanks so much is that the fastest route available,no actually there is another coffee shop that's just two miles away it's called palo_alto_cafe and located at 436_alger_dr,navigate
where can i get coffee <eou> there is palo_alto_cafe 2_miles away or if you prefer philz 6_miles away <eou> give me the address of philz <eou> philz is at 583_alester_ave <eou> thanks so much is that the fastest route available <eou> no actually there is another coffee shop that's just two miles away it's called palo_alto_cafe and located at 436_alger_dr <eou> set gps for the fastest route to palo_alto_cafe,setting gps to fastest route to palo_alto_cafe now,navigate
where can i get coffee <eou> there is palo_alto_cafe 2_miles away or if you prefer philz 6_miles away <eou> give me the address of philz <eou> philz is at 583_alester_ave <eou> thanks so much is that the fastest route available <eou> no actually there is another coffee shop that's just two miles away it's called palo_alto_cafe and located at 436_alger_dr <eou> set gps for the fastest route to palo_alto_cafe <eou> setting gps to fastest route to palo_alto_cafe now <eou> thanks bud,no problem,navigate
schedule meeting,what details shall i add to your meeting reminder,schedule
schedule meeting <eou> what details shall i add to your meeting reminder <eou> please set it for the 13 th at 11 am it is going to be with management and to discuss our company picnic thank you,reminder set for your meeting at 11 am on the 13 th with management to discuss your company picnic is there anything else,schedule
schedule meeting <eou> what details shall i add to your meeting reminder <eou> please set it for the 13 th at 11 am it is going to be with management and to discuss our company picnic thank you <eou> reminder set for your meeting at 11 am on the 13 th with management to discuss your company picnic is there anything else <eou> that is all thank you,you're welcome,schedule
what is the weather like in new_york city,what would you like to know about the weather in new_york,weather
what is the weather like in new_york city <eou> what would you like to know about the weather in new_york <eou> what will the temperature be on thursday,on thursday the temperature in new_york will be low of 90 f and high of 100 f,weather
what is the weather like in new_york city <eou> what would you like to know about the weather in new_york <eou> what will the temperature be on thursday <eou> on thursday the temperature in new_york will be low of 90 f and high of 100 f <eou> thank you very much car,you're welcome,weather
can you find me the fastest route to a pizza_restaurant,the pizza_hut is located 5_miles away in heavy_traffic and papa_johns is 6_miles away in moderate_traffic which of these would you prefer,navigate
can you find me the fastest route to a pizza_restaurant <eou> the pizza_hut is located 5_miles away in heavy_traffic and papa_johns is 6_miles away in moderate_traffic which of these would you prefer <eou> let's try papa_johns tonight,setting the gps for papa john's anything else,navigate
can you find me the fastest route to a pizza_restaurant <eou> the pizza_hut is located 5_miles away in heavy_traffic and papa_johns is 6_miles away in moderate_traffic which of these would you prefer <eou> let's try papa_johns tonight <eou> setting the gps for papa john's anything else <eou> give me the address and the details for the fastest route there please,ok setting navigation to 110_arastradero_rd now enjoy,navigate
can you find me the fastest route to a pizza_restaurant <eou> the pizza_hut is located 5_miles away in heavy_traffic and papa_johns is 6_miles away in moderate_traffic which of these would you prefer <eou> let's try papa_johns tonight <eou> setting the gps for papa john's anything else <eou> give me the address and the details for the fastest route there please <eou> ok setting navigation to 110_arastradero_rd now enjoy <eou> thank you car,you're welcome,navigate
i have a meeting tomorrow at 5 pm remind me 10 minutes before hand and attach my agenda to the calendar at 3,i have scheduled a meeting for tomorrow at 5 pm i will remind you at 4 50 pm and attach your agenda,schedule
does the forecast say it will snow,what city do you want to know the snow forecast for,weather
does the forecast say it will snow <eou> what city do you want to know the snow forecast for <eou> i need to know about compton for my trip,do you want me to check if it will snow on a specific day or the entire week,weather
does the forecast say it will snow <eou> what city do you want to know the snow forecast for <eou> i need to know about compton for my trip <eou> do you want me to check if it will snow on a specific day or the entire week <eou> please check if it will snow today or tomorrow,frost is predicted in compton today but there is no snow for today or tomorrow,weather
does the forecast say it will snow <eou> what city do you want to know the snow forecast for <eou> i need to know about compton for my trip <eou> do you want me to check if it will snow on a specific day or the entire week <eou> please check if it will snow today or tomorrow <eou> frost is predicted in compton today but there is no snow for today or tomorrow <eou> thank you,you're welcome,weather
i really need to have an appointment scheduled for tennis on the 7 th at 11 am,i am scheduling tennis on the 7 th at 11 am,schedule
i really need to have an appointment scheduled for tennis on the 7 th at 11 am <eou> i am scheduling tennis on the 7 th at 11 am <eou> thanks,you're welcome,schedule
where's the closest place to park,the closest parking_garage is 4_miles away would you like the address and name of it,navigate
where's the closest place to park <eou> the closest parking_garage is 4_miles away would you like the address and name of it <eou> yes please,the parking_garage is the webster_garage 3_miles away at 880_ames_ct,navigate
where's the closest place to park <eou> the closest parking_garage is 4_miles away would you like the address and name of it <eou> yes please <eou> the parking_garage is the webster_garage 3_miles away at 880_ames_ct <eou> thanks so much,happy to help,navigate
i need to find a shopping_center,the stanford shopping_center at 773_alger_dr is 3_miles away in no_traffic would you like directions there,navigate
i need to find a shopping_center <eou> the stanford shopping_center at 773_alger_dr is 3_miles away in no_traffic would you like directions there <eou> yes please,i sent all the info on the screen please drive carefully,navigate
i need to find a shopping_center <eou> the stanford shopping_center at 773_alger_dr is 3_miles away in no_traffic would you like directions there <eou> yes please <eou> i sent all the info on the screen please drive carefully <eou> thank you,you're welcome,navigate
is it raining today in grand_rapids,it is not raining today in grand_rapids,weather
is it raining today in grand_rapids <eou> it is not raining today in grand_rapids <eou> thank you,anytime,weather
when is my football_activity and who is going with me,you have 3 football activities lined up 2 pm on monday with tom 1 pm on monday with your dad and on sunday at 1 pm with your mother,schedule
find out if it's supposed to rain,where would you like to know about the forecast for rain,weather
find out if it's supposed to rain <eou> where would you like to know about the forecast for rain <eou> i'm interested in fresno,there is no rain in the forecast,weather
find out if it's supposed to rain <eou> where would you like to know about the forecast for rain <eou> i'm interested in fresno <eou> there is no rain in the forecast <eou> thank you,you are welcome,weather
what grocery_store are here,there is a safeway 4_miles away,navigate
what grocery_store are here <eou> there is a safeway 4_miles away <eou> what is the address,safeway is at 452_arcadia_pl,navigate
what grocery_store are here <eou> there is a safeway 4_miles away <eou> what is the address <eou> safeway is at 452_arcadia_pl <eou> can you set the navigation to there thanks,sure i sent the position and the quickest route on your screen you're welcome,navigate
i'm in pain navigate me to the nearest hospital,i have two hospital located 1 mile away which one would you like to know about,navigate
i'm in pain navigate me to the nearest hospital <eou> i have two hospital located 1 mile away which one would you like to know about <eou> pick the fastest to reach on the quickest route,then let's go at palo_alto_medical_foundation there is no_traffic on our way and its address is 611_ames_ave,navigate
i'm in pain navigate me to the nearest hospital <eou> i have two hospital located 1 mile away which one would you like to know about <eou> pick the fastest to reach on the quickest route <eou> then let's go at palo_alto_medical_foundation there is no_traffic on our way and its address is 611_ames_ave <eou> sounds great thank you,you're welcome,navigate
search for nearby starbucks,there is no starbucks nearby,navigate
search for nearby starbucks <eou> there is no starbucks nearby <eou> how about other coffee,there is a coffee place 2_miles away do you need the address and name,navigate
search for nearby starbucks <eou> there is no starbucks nearby <eou> how about other coffee <eou> there is a coffee place 2_miles away do you need the address and name <eou> yes please send those info on my screen and pick a quick route to go there thank you,philz is a coffee shop located at 583_alester_ave setting your gps for the quickest route possible now,navigate
search for nearby starbucks <eou> there is no starbucks nearby <eou> how about other coffee <eou> there is a coffee place 2_miles away do you need the address and name <eou> yes please send those info on my screen and pick a quick route to go there thank you <eou> philz is a coffee shop located at 583_alester_ave setting your gps for the quickest route possible now <eou> thank you car,you are welcome,navigate
will it be windy in redwood_city today,it is not predicted to be windy today in redwood_city,weather
will it be windy in redwood_city today <eou> it is not predicted to be windy today in redwood_city <eou> okay thanks,you are very welcome,weather
what's the weather forecast in new_york,what information can i give you about new_york weather,weather
what's the weather forecast in new_york <eou> what information can i give you about new_york weather <eou> i need to know what the lowest temperature will be in new_york in the next few days,it will be 30 f on wednesday in new_york,weather
what's the weather forecast in new_york <eou> what information can i give you about new_york weather <eou> i need to know what the lowest temperature will be in new_york in the next few days <eou> it will be 30 f on wednesday in new_york <eou> thank you so much let's hope it won't be rainy,i hope so too,weather
set a reminder,when should i set this reminder and what for,schedule
set a reminder <eou> when should i set this reminder and what for <eou> i need to see the optometrist set it for 7 pm on august 12 th please,your reminder has been set to see the optometrist at 7 pm on aug 12 th,schedule
set a reminder <eou> when should i set this reminder and what for <eou> i need to see the optometrist set it for 7 pm on august 12 th please <eou> your reminder has been set to see the optometrist at 7 pm on aug 12 th <eou> thank you,my pleasure serving you,schedule
when do i have dinner planned for,your dinner is at 5_pm monday,schedule
set a reminder for a lab appointment at 6 pm on sunday august 8 th with sister,okay scheduling a lab appointment with your sister for sunday august 8 th at 6 pm,schedule
set a reminder for a lab appointment at 6 pm on sunday august 8 th with sister <eou> okay scheduling a lab appointment with your sister for sunday august 8 th at 6 pm <eou> thanks,you're welcome,schedule
in the next 48 hours will it rain in alhambra,just a little the weather in alhambra will be drizzle today and overcast tomorrow,weather
in the next 48 hours will it rain in alhambra <eou> just a little the weather in alhambra will be drizzle today and overcast tomorrow <eou> thank you,sure,weather
what is the forecast in my city,what city do you want the weather for,weather
what is the forecast in my city <eou> what city do you want the weather for <eou> inglewood what's the weekly weather looking like,there is a wide range of conditions for inglewood next week from 40 - 100 f and snow to hot are there any particular details you would like,weather
what is the forecast in my city <eou> what city do you want the weather for <eou> inglewood what's the weekly weather looking like <eou> there is a wide range of conditions for inglewood next week from 40 - 100 f and snow to hot are there any particular details you would like <eou> when is it expected to snow,it is expected to snow on wednesday in inglewood,weather
what is the forecast in my city <eou> what city do you want the weather for <eou> inglewood what's the weekly weather looking like <eou> there is a wide range of conditions for inglewood next week from 40 - 100 f and snow to hot are there any particular details you would like <eou> when is it expected to snow <eou> it is expected to snow on wednesday in inglewood <eou> thanks,no problem,weather
what is the weather next week,what city are you wanting to know the weather for,weather
what is the weather next week <eou> what city are you wanting to know the weather for <eou> mountain_view please,in mountain_view it will be 30 - 40 f monday 80 - 100 f tuesday 90 - 100 f wednesday 90 - 100 f thursday 70 - 80 f friday 90 - 100 f saturday and 70 - 80 f sunday,weather
what is the weather next week <eou> what city are you wanting to know the weather for <eou> mountain_view please <eou> in mountain_view it will be 30 - 40 f monday 80 - 100 f tuesday 90 - 100 f wednesday 90 - 100 f thursday 70 - 80 f friday 90 - 100 f saturday and 70 - 80 f sunday <eou> will it be hot any of the days,the only day of the week it will be hot is on monday with a high of high of 40 f,weather
what is the weather next week <eou> what city are you wanting to know the weather for <eou> mountain_view please <eou> in mountain_view it will be 30 - 40 f monday 80 - 100 f tuesday 90 - 100 f wednesday 90 - 100 f thursday 70 - 80 f friday 90 - 100 f saturday and 70 - 80 f sunday <eou> will it be hot any of the days <eou> the only day of the week it will be hot is on monday with a high of high of 40 f <eou> thanks for the information,you're welcome,weather
set a reminder that i have football at 1 pm next wednesday with martha,i have scheduled football at 1 pm next wednesday with martha,schedule
set a reminder that i have football at 1 pm next wednesday with martha <eou> i have scheduled football at 1 pm next wednesday with martha <eou> thank you very much assistant,you are welcome,schedule
what is the date and time of my doctor_appointment,you have two doctor_appointment scheduled one on wednesday at 6 pm and the other on thursday at 9 am,schedule
what is the date and time of my doctor_appointment <eou> you have two doctor_appointment scheduled one on wednesday at 6 pm and the other on thursday at 9 am <eou> thank you,you're welcome,schedule
on tuesday in san_mateo find out if it will be warm,it will be hot in san_mateo tuesday's forecast predicts the high temperature will reach 100 f,weather
on tuesday in san_mateo find out if it will be warm <eou> it will be hot in san_mateo tuesday's forecast predicts the high temperature will reach 100 f <eou> thank you car,you are welcome,weather
find out immediately the location time and date for my meeting,for which one i have one in conference room 100 at 10 am on friday and one in conference_room_50 at 10 am on saturday,schedule
find out immediately the location time and date for my meeting <eou> for which one i have one in conference room 100 at 10 am on friday and one in conference_room_50 at 10 am on saturday <eou> that will do just fine thanks,you're welcome,schedule
will it be windy in durham this week,the forecast does not predict any windy days this week in durham,weather
will it be windy in durham this week <eou> the forecast does not predict any windy days this week in durham <eou> thanks,you're welcome have a great day,weather
what time is my swimming scheduled for,your swimming_activity is scheduled for thursday at 3_pm,schedule
give me directions to the nearest shopping_center,the nearest shopping mall is midtown shopping_center it's 4_miles away,navigate
give me directions to the nearest shopping_center <eou> the nearest shopping mall is midtown shopping_center it's 4_miles away <eou> can you pick the shortest distance to go there,setting gps now,navigate
give me directions to the nearest shopping_center <eou> the nearest shopping mall is midtown shopping_center it's 4_miles away <eou> can you pick the shortest distance to go there <eou> setting gps now <eou> thank you,you're welcome,navigate
will there be dew in brentwood this week,there is no dew in the forecast for brentwood this week,weather
will there be dew in brentwood this week <eou> there is no dew in the forecast for brentwood this week <eou> thanks,no problem,weather
what time and date is my lab_appointment,you have three lab_appointment scheduled the first is on the 5 th at 4 pm the next is on the 10 th at 11 am and the last is on the 19 th at 11 am,schedule
what time and date is my lab_appointment <eou> you have three lab_appointment scheduled the first is on the 5 th at 4 pm the next is on the 10 th at 11 am and the last is on the 19 th at 11 am <eou> great goodbye,goodbye,schedule
give me the forecast for the next 7 days,what city would you like to hear the 7 day forecast for,weather
give me the forecast for the next 7 days <eou> what city would you like to hear the 7 day forecast for <eou> redwood_city please,redwood_city is forecast to be cloudy and cold with a chance of a blizzard lows in the 20 s are expected with highs near 60,weather
give me the forecast for the next 7 days <eou> what city would you like to hear the 7 day forecast for <eou> redwood_city please <eou> redwood_city is forecast to be cloudy and cold with a chance of a blizzard lows in the 20 s are expected with highs near 60 <eou> thanks so much,you're welcome,weather
when is my next meeting,your next meeting is friday at 1_pm,schedule
give me directions to the nearest grocery_store,there is trader_joes 5_miles away would you like to get more info,navigate
give me directions to the nearest grocery_store <eou> there is trader_joes 5_miles away would you like to get more info <eou> sure please send me its address on screen and pick a route to avoid all heavy_traffic,trader_joes is located at 408_university_ave,navigate
give me directions to the nearest grocery_store <eou> there is trader_joes 5_miles away would you like to get more info <eou> sure please send me its address on screen and pick a route to avoid all heavy_traffic <eou> trader_joes is located at 408_university_ave <eou> got it thanks,awesome you're welcome,navigate
